X0,X1,X2,X3,X4,y
5.334375570673462186e-02,1.100734095024795023e+00,-3.215474501429263499e-01,-2.967183709983943540e+00,-7.600587900644337758e-01,3.659582360886350028e+00
1.837123230889482761e-01,-4.404682048702618924e-01,7.698208513207979165e-01,1.015326995974468627e+00,-1.477718098998096474e-01,-1.368713728892755999e+00
-1.489645394382511867e+00,1.384165110005896704e+00,1.083053500106817779e+00,-2.991911342670237617e-01,2.108288411392752248e+00,4.520519692044681292e+00
-3.488754600926644023e-01,-1.137119720418375390e+00,-1.558734337510055135e-01,1.077833715505770451e+00,-9.374534425425158357e-01,-3.183793555633513961e+00
1.951225077743448555e+00,-8.965262145720566123e-01,9.544222763812404420e-01,5.444623742031770020e-01,-1.540570595828235356e-01,-2.049456144437784566e+00
1.080532978717757109e+00,-1.499798788868194732e+00,1.357571786933189140e+00,-6.368402897024140474e-02,-5.424352498635134356e-01,-2.833070689213793347e+00
7.491740480400812530e-01,1.059899013599243656e+00,7.697954306236165500e-01,1.999503821044986696e+00,1.080726076050098294e+00,1.020851771966473143e+00
1.283506632420405857e+00,-5.398639371765148187e-01,1.065237770620295621e-01,5.629825823255227846e-01,-1.774223670329363664e-02,-1.582194656046961079e+00
3.016352331732358172e-01,4.261047661345686577e-01,8.442439176815352830e-01,-1.016088907700239269e-01,-3.497992153918812464e-01,8.461653984527967021e-01
-8.283156502165506252e-01,-8.917323261422713809e-01,1.172451227346323011e+00,-8.452148800245243287e-02,7.869443810905430992e-01,-6.784031740891738327e-01
-1.297363846342751925e+00,-1.938168107839182808e+00,-1.049091230999963376e+00,1.146626967509505102e+00,1.068077439832459508e+00,-3.960093038191580206e+00
3.320386078520851103e-01,-8.021701501599596273e-01,-1.308026415658543884e-01,-2.977604797989323315e-01,-3.449733460953166575e-01,-1.598317410817190476e+00
-2.506069837315632043e+00,-8.579263859621969468e-01,-1.901088756822352233e-01,1.516427789812094140e+00,1.607430591317444146e-01,-2.058723624570868438e+00
1.400888286262807814e+00,-3.937069087594460282e-01,-2.526885812478079085e-01,-3.899421730054339008e+00,4.633303392070189930e-01,1.926814263794143667e+00
5.470956613393337387e-01,1.763759069559373893e+00,-4.867612107928291354e-01,9.415415619704649297e-02,-7.055279547210833169e-01,2.679781120718024212e+00
-1.176257064920281259e+00,-7.131079667369583097e-01,-3.449985240857874058e-01,1.355438028669813555e+00,2.211602573378106725e-03,-2.240964700230377638e+00
-7.905448096678756587e-01,1.418778282417330339e-01,2.175713555600343740e-01,-6.762320559749608329e-01,1.143233626629594379e+00,1.701852871899931507e+00
-1.888348890976649930e+00,-2.135446280829865207e-01,6.650660656292455286e-01,-1.338432519476854710e+00,3.612537486433767819e-01,1.232180559416534038e+00
1.292893050193805182e+00,4.536712642569681320e-01,-1.690159942976926288e+00,-7.281950274352487762e-01,1.232303402504263179e+00,1.118994901901169570e+00
2.983352450652941856e-01,-9.858938489975366953e-03,4.412005947154901131e-01,7.210489500058760992e-01,-7.084652365979932087e-01,-5.641445774204026931e-01
-2.904000800729553688e-01,1.429136496668195755e-01,-5.439577217873255988e-01,-1.334515585372545443e-01,1.297871761181993211e+00,9.437893244185635577e-01
-9.678198646920557202e-01,1.926662709135140705e+00,1.879344377381986009e+00,-1.713439437964310530e+00,-1.410226651130224440e-01,5.279078969192022797e+00
3.426915696456793170e-01,-7.608710875064288448e-01,-7.410805036847286642e-01,-2.374156967345462943e-01,7.391780871115503082e-01,-1.089862474154474015e+00
-5.113338389470943879e-01,1.826693811620116570e+00,2.899740023385320442e-01,-1.025752840833237672e-01,1.449259685131458086e+00,4.412171840380451293e+00
6.262811950603524025e-01,3.692867756875738983e-01,-3.311403827695250102e-01,1.813985613892749704e+00,8.118215897399867487e-01,-3.909527563644182857e-01
-2.034113359447123348e-01,-1.577199150682703666e+00,3.729515417619218010e-01,-1.143740092101590111e+00,-1.715945951758320653e+00,-2.642784612680591394e+00
-2.791515054677641272e-01,2.814711025906223019e-01,1.282481233683164357e+00,2.824518252852488698e-01,8.060195271707506492e-01,1.093202631511558387e+00
-1.225882705223154678e+00,-2.253217746755716705e-02,1.242113193045050745e-01,8.622461846199108715e-01,1.160606734310173083e-01,-3.256678188451533895e-01
8.040789581198729552e-01,-5.041992477771339853e-01,3.579549062131567316e-01,4.148664012544230895e-01,-1.249775724586650982e+00,-1.867241307326797717e+00
1.755386285676426572e-01,-3.203625269514067675e-01,-1.904087948616034476e+00,9.584066801413981818e-01,-3.618586803043010725e-01,-2.241633431557308764e+00
-8.523900581258607723e-01,-3.773167436938145713e-01,1.382003031483213240e-01,1.507909484347139895e+00,-1.659332030062025953e-01,-1.691183357336340398e+00
4.724074969585104200e-01,1.373579376897761994e+00,5.335505312737927053e-01,1.068564157418791627e+00,-4.765098589509555449e-01,1.567630955721838637e+00
7.710493264739775032e-01,-5.797600006969258479e-02,1.074411237489179660e+00,-1.003559571992140409e+00,-7.795577532427446776e-01,3.701891676060257708e-01
1.268731572705382282e+00,-1.960839725693692415e-01,-3.589606467044695326e-01,7.757241935023920232e-02,-6.894974573528611650e-01,-1.166380872231924881e+00
1.331941368530560332e+00,-1.249162651675904900e+00,-1.505979983604049388e-01,3.469527857023623207e-01,-1.044470690665621898e-01,-2.912111823475382888e+00
-8.022875453678813829e-01,-8.683891967525209088e-01,4.253944258208237073e-01,-1.030480450166701090e+00,6.462427057150404996e-01,-1.151418591015608006e-01
-1.524148363645291937e+00,-5.549830967166842211e-01,3.630602236974603964e-02,-1.252151943444615778e+00,6.520108635265922103e-01,6.114525740601167714e-01
-1.853881330950251163e-02,-1.036073681589542606e+00,-1.518888229750395391e+00,-1.565589371372640537e+00,5.103394513032868257e-02,-1.038429387008602989e+00
-1.156830107066534330e+00,-1.364879600732451959e+00,-2.312259354922106269e-01,2.277500524853033781e+00,2.775403612334572112e-01,-3.870654300441473961e+00
7.629188335006008570e-01,2.127183462686383364e-01,7.829821661085861750e-01,-1.343088650464953071e+00,-4.305119701925848585e-01,1.283194800625597543e+00
2.613508456100389066e-01,-1.791681605497275759e-02,-1.919932201120913839e-01,-6.658760797429369438e-01,-2.583831027042032824e-01,2.069119166262306242e-01
-7.741978238913314048e-01,-2.421833014859780864e+00,-1.194508441705586677e+00,4.756529388744397679e-01,1.557077955671627656e+00,-4.297875511559991146e+00
1.813580171323686985e+00,9.675174368870821662e-02,8.933836234441343560e-01,9.079779107107237568e-01,-6.922591838680748344e-01,-8.849840005648460517e-01
-1.697939830460604149e+00,3.088731935481297403e-02,-1.762200997240538358e+00,-3.199296129548269141e-01,6.081170867893683774e-01,3.577761043766356508e-01
-1.420069488100002442e+00,3.229538393163682020e-02,1.240018115309065250e+00,3.615124740209636478e-01,5.223217007496788744e-01,8.356960370299519880e-01
9.067404138167449723e-01,1.732963072131179949e+00,1.514230817231868031e-01,1.229500861433124648e+00,-6.416921633742403430e-02,2.341598177259303526e+00
-5.461688154334841672e-01,3.148209696175648942e-01,-6.058128479916710107e-01,-5.731292157665655029e-01,-6.077406304422467986e-01,4.558486302953952407e-01
-2.295424195533166678e+00,1.054994776605966411e-01,-1.263835358595468028e+00,-1.072691206682774012e-01,1.449968780484827802e+00,1.076294231783276878e+00
-5.210003231072903862e-01,-5.420091584474772128e-01,1.363909384501795774e+00,5.463057654642987648e-01,9.765270973526428699e-01,-3.827415712708624462e-01
-3.552912339869933600e-01,7.480832128709274942e-01,-6.861685891568023443e-01,-6.760017256218989745e-01,5.962442782050664247e-01,1.831494913834340377e+00
-5.983731712727242691e-01,7.671185432439537877e-01,2.391684535429298375e+00,-1.686152536947285618e+00,-7.522043761212451329e-01,3.225153784592181161e+00
1.120146181842674116e+00,-1.450781694932236632e-01,1.161089849792572348e+00,-1.010064273132907475e+00,3.313441778079704858e-01,7.921222020010875164e-01
-1.505563178228446763e-01,1.403707228733424572e-01,3.311160190553631422e-01,-1.220006362655956300e+00,-1.074137485359294431e+00,8.955844856414764132e-01
1.399244006895422832e+00,2.932137115809555494e-01,1.063463329526273676e-01,-4.407472261355331600e-02,3.565424987061170947e-01,3.350845057294848939e-01
-1.155936739405446501e+00,-9.990273318953994952e-01,1.304508247206433103e+00,1.512752218471632160e-01,8.503008736540340617e-01,-7.332233311023956812e-01
-6.056640069212733124e-01,1.376725380359305140e+00,3.452784053195189773e-01,4.812458192500857490e-01,5.487293377157804741e-01,2.548502174456809488e+00
-7.970092393721300850e-01,-1.865720863400060381e+00,-1.074802667085102303e+00,1.630522857386361268e+00,1.300683970320486438e+00,-4.190470739270622857e+00
-3.469213679779700743e-01,-3.016763270361450533e-01,1.036605877235852846e+00,-1.684098727535860984e-01,-1.299259870130778705e+00,-8.339011319203978312e-01
1.265543092596161046e+00,4.771785779139319228e-01,-2.516339715003550914e+00,-3.131901055298775272e-01,1.436702032843393817e-01,1.141473921875491709e-01
4.812468270587882957e-01,1.521511893116351544e-01,-6.357417972436245623e-01,-1.157590440299871570e-01,2.948003179436003429e-01,1.505871225255662749e-01
-2.680040856140167294e-01,-3.719007197062073611e-01,1.252083938664816820e+00,-9.466076852692522081e-01,-3.494634711099121049e-01,4.251386121906701732e-01
-2.031269013049089800e+00,5.409699634514117950e-01,8.282644598468853481e-01,5.484868325965844837e-01,9.176724874612287586e-01,1.713019733206059492e+00
4.407067447635609203e-01,3.425153909534122687e-01,4.739470669880134213e-01,-2.673084319532768593e-01,1.188327862596401996e+00,1.359000357782315538e+00
-3.485720650141567734e-01,-1.462351925155192855e+00,8.497836136184507838e-01,1.850702779951481691e+00,-9.601511192906311276e-01,-4.139515771411717004e+00
-1.016311295928565978e-01,-6.854420107180271282e-01,-3.805832501275168145e-01,4.609297177965802905e-02,-1.241808452781168803e+00,-2.089179351636929027e+00
-2.776536712672872942e-01,-1.465967386382387216e+00,-5.682276379414780143e-01,-1.186069653986487449e+00,-1.059060699460144361e+00,-2.609172112023320889e+00
-1.719910680658199853e+00,1.219354588732633804e+00,5.090590847395515262e-01,-1.917464043456494238e+00,-5.968275940478755537e-01,3.791436701685250377e+00
-6.704385999030739729e-01,-6.909441281685968494e-01,-1.446883512556483842e+00,7.543857213684551644e-01,-3.958637855079989998e-01,-2.452503357283166263e+00
4.681489094895135983e-01,5.267557651664271923e-01,1.375445311670886905e+00,-1.814872277743143414e+00,1.738602111424955465e+00,3.374887210867719922e+00
1.268815273891230389e+00,5.730659923355065910e-01,2.383592229234116289e+00,2.049785979272312764e-01,8.214789160702181681e-01,1.879709648300473379e+00
-7.384139812679596515e-01,1.134357407951828156e+00,1.678259697224144809e-01,-4.512001448560465922e-01,2.116939198315876070e+00,3.538655268121130071e+00
-3.047996645408317939e-01,8.861327608517627352e-03,-1.972799573261284356e-01,-7.556709132364812787e-01,5.312724005304282349e-01,7.895159183518786206e-01
7.384096037327310125e-01,3.543725277387252959e-01,-2.360578261444935322e+00,1.007997003423085181e+00,-3.502383498230938197e-01,-1.105165645002093688e+00
-1.216323411889306039e+00,6.032809590509746744e-01,5.628494203738628743e-01,-1.043073702281336557e+00,2.472435678832565209e+00,3.458252402762902467e+00
-1.209626549375650395e+00,-1.733002704384455805e+00,-1.154171426298316705e+00,1.420799842890063669e+00,-1.758567257035158204e-01,-4.498771158538461989e+00
-3.720566878481916806e-01,-6.215772113332738991e-02,-5.966139079163050862e-01,-6.902634133270706407e-01,-6.412154938054386299e-01,-7.771422492026387741e-02
7.079555234674222985e-01,1.020455885671657459e+00,-1.055092561982777122e+00,2.392279717383911652e-01,7.882072412490861435e-01,1.414937414033295759e+00
-1.081751949506115640e+00,-5.025665920171957790e-01,-1.038064162310791350e+00,-1.291028543017236796e+00,1.018628687900015317e-01,-1.547587958056915458e-01
-7.361323713301251015e-01,6.311290891445470175e-01,-2.942192261530346756e-02,4.126273552049943283e-01,-2.922829126198714378e-01,8.802668863489805373e-01
-6.349973825890231627e-01,-9.067313510678130795e-02,-4.996130276595700873e-03,-7.058554945166198857e-01,4.265954551101650560e-01,6.082778497188571221e-01
7.465948559764686854e-01,1.580827053309264152e-01,1.713490888501560283e+00,-6.323390096507157665e-01,5.205964182011031394e-01,1.475014640581540304e+00
-4.087348005290608599e-01,2.346295036752594210e-01,-8.299493395820846109e-01,1.115123377364766633e+00,1.760209057572572622e-01,-3.412894097020920392e-01
1.192244499573167360e+00,-1.266095576823757618e+00,-4.935152092007745184e-01,-8.925658002780713085e-01,-5.319418652915010037e-01,-2.166536195420322830e+00
-6.926096971858243245e-01,-1.205409342872928030e-01,-1.724714372784271615e-02,-4.098486469656253961e-02,-5.555238735118273041e-01,-5.553881494570989119e-01
1.874251778886683872e-01,8.756154955309014554e-01,-9.022755659889228896e-01,8.886250019217759814e-04,-7.407088917588162957e-02,1.134292966605219721e+00
4.683546342237624449e-01,-6.385858477376474274e-02,-1.566480359500578221e-02,-9.910957822281316609e-01,2.170383905964133262e-02,4.825467561042756648e-01
-9.218844892991093776e-01,5.157042481640784493e-01,-1.032189342865215825e-01,3.985841761466474287e-02,-8.911903670902937558e-01,7.165488697589131872e-01
8.037575799416889488e-01,6.923139089321741491e-01,8.615239290498077906e-01,2.227386080913175359e+00,-5.251938229307365896e-02,-2.104357898777035607e-01
1.203402835807806825e+00,-1.238278064239217713e-01,3.940872958402978909e-01,3.653374276129355280e-01,2.645917633584742856e-01,-2.595440229006595323e-01
6.582561785203809857e-01,-3.039363803392460817e-01,4.093228158147672879e-02,5.353096473418111900e-01,1.747853900038490726e+00,-1.322570670570934193e-01
-8.423566689824116827e-01,-1.806132620382913112e+00,-4.840854911476984990e-01,8.992843298078624648e-02,1.749770932036901483e-01,-3.350074219807038567e+00
9.221778578673421600e-02,1.182790122678782918e+00,9.760497927838799326e-01,-4.926790495129595993e-02,-4.695471227521868518e-01,2.182245152442558567e+00
-3.460088813825058507e-01,-3.563041529825981546e-01,-2.255994738281382195e-01,-1.572650561542994874e+00,-4.610407436426228189e-01,1.379981166291349703e-01
-4.248800212959661926e-01,-1.888803856979604234e-01,-2.543000124201234002e-01,6.720071416275368303e-01,-5.319433559629919150e-01,-1.239820424043436287e+00
-4.385777014308822053e-01,5.419387546680404233e-01,-2.353148467442320591e-01,2.164547268456755991e-01,6.693356983561060680e-01,1.118665361830577076e+00
4.219694947780548988e-01,2.501624479843159721e-01,-1.964415576758196391e-01,6.818941030932070824e-01,1.755499412650004254e-01,5.736554576502510272e-02
-5.048527510617483172e-01,-1.508091869990101919e-01,-1.218129377322531015e+00,-9.615559741469126287e-01,-1.882908036778533800e+00,-7.882110186001676233e-01
-6.799313816069116889e-01,1.335545421630883745e+00,-5.564888399932532703e-01,7.875408171027012960e-01,-3.449854222801690320e-03,1.916942182431704778e+00
-7.005488230915339898e-01,1.338279515127908548e+00,5.822058485731420596e-01,-1.751800565280110744e+00,1.041402198186689665e+00,4.403004709088226498e+00
-1.074791495223252458e+00,-1.779139465826312938e-01,6.681134216838949813e-01,-2.998531605991797688e-01,1.118944055617207445e+00,7.617901490613377957e-01
7.612637605131622465e-01,-1.576875610486975443e+00,-4.724341564337806165e-01,2.820737332213646975e-01,-5.749986812650420553e-01,-3.664377685818441588e+00
-2.162765061811381395e-01,7.997849113889519135e-01,3.167813066834553326e-01,-9.206190351548596551e-01,1.746063693536369643e-01,2.228590570542324567e+00
-6.122696351098722012e-01,-1.215192359228786767e+00,-1.130055850002065654e+00,2.869555371009184230e-01,-2.811370599356216929e-02,-2.494387547560419360e+00
