X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,y
-2.887665059953775093e-01,8.347535610700985986e-02,-8.496059556101430710e-01,-5.106224678981267084e-01,-1.153306168658677598e-02,-1.485375184263545201e+00,3.006851142946058153e-01,-1.060722534477509249e-01,-1.185719805005233773e+00,-2.398232865397771363e+00,-3.349553357844419765e-01
5.130521338803050169e-01,-2.975840389433303534e-01,-5.300084132181583918e-01,-2.361546298529420274e-01,1.816475940881143947e+00,-4.980096905964319365e-02,8.661926298854212558e-02,-1.487072869675398090e+00,1.647339066356099835e+00,9.174879834442942750e-01,2.571496374572520338e+00
1.066934867005179033e+00,4.767273121167960037e-02,9.166547888245957232e-01,3.709468350944102322e-01,6.131890778590062263e-01,-1.521929584082903075e-01,-1.473887948041959106e+00,1.028854347803183078e+00,-1.934959636609707045e+00,-2.399366712580360550e-01,-9.488274079008033324e-01
-2.045224883996608345e-01,-1.042860140984504635e+00,6.131231363365797771e-01,-2.003297014095683504e-01,-4.368683255972816148e-01,5.198417309776411921e-01,-4.765790405584137690e-01,1.388979974838308484e+00,3.514550761873138640e-01,-4.743329868344392519e-01,-1.953561939682651794e+00
-1.944264975985544153e+00,-1.307753196901147552e+00,1.086830784768363367e+00,-5.060406311134240526e-02,-2.831250656795347154e-01,1.643251614242696945e+00,-1.282649244073898354e+00,-5.856577998413593500e-01,-4.725876767584840654e-01,5.863372815313003805e-01,6.274918261333033431e-01
-6.635351983040469470e-01,-6.134178486140281494e-01,-1.605149396885113600e+00,7.293494040178566395e-01,8.061393585150219421e-01,-4.763767474011619818e-01,1.633399455412986312e-01,-1.292646122759341543e+00,-4.718131547409020743e-01,1.377950952722521105e+00,1.285693325978737089e+00
1.357307340671343732e-01,2.310363486795888210e+00,-7.871927421571577321e-01,5.802844167243075280e-01,-1.955058278331023580e-01,5.658178468280931073e-01,-7.211359658756499522e-03,-5.611981104091591233e-01,-8.676167643217026493e-01,3.066036739048896731e+00,3.392736493271128584e+00
-7.734505972421602815e-02,-2.016660690233245123e+00,-6.486006079033346250e-01,6.780397271239970713e-01,-5.000084331847481911e-01,1.360446202485257494e+00,1.002398272843957772e+00,-1.523386358242357907e-01,-4.722159427760433403e-01,-1.004801007027696480e+00,-2.239000999652130730e+00
-6.999665423133246689e-01,-1.473143074665625107e+00,1.204396291533084362e+00,1.590700787126061888e+00,-1.256138069727732898e+00,-1.181682975686463299e+00,-1.768511857086916939e+00,-9.638542307321740221e-01,-3.106336801283291482e+00,-1.142278956631919584e+00,-4.793014618548637529e+00
1.296915399800523838e+00,-3.456725294644649726e-01,8.545842348534082866e-01,-4.889690638420449154e-01,1.760667296993122966e+00,1.992179830138570140e-01,-3.820022921434805263e-01,2.552424025371081040e+00,-3.244718562854391752e-01,-1.221223349726136220e+00,-4.456169166679905813e-01
2.019100019601099139e-01,-3.883503855807973054e-02,1.066324553166257072e+00,-9.216339244978112299e-01,8.047169314794976325e-01,8.527484705742912618e-01,-6.676872919350704816e-01,1.632440057226776653e-01,-8.307519568543374477e-01,2.345808073840667696e+00,3.658154872989123341e+00
-7.041395622801669418e-01,-4.530744436687141885e-01,-1.065838021963374738e+00,-3.461212751731734261e-01,-5.876026696904224772e-03,7.677891353446865130e-01,-6.104866460656993565e-01,-1.857739586715856928e-01,-1.416489366414042106e+00,-8.274022267661551577e-01,1.429935350151881668e+00
2.755807558275951141e+00,1.041243191694795733e+00,-7.814240416773149400e-01,-1.337397241528291314e+00,-9.755828305996581129e-01,-2.169085951373510984e-02,3.472778835919032581e-02,-7.443606009308560978e-01,-1.286574466737644196e+00,1.422378505248446334e+00,3.216706052232902735e+00
4.516854512950959077e-01,-3.745680195679352842e-01,-2.206612078160865853e-01,-5.295304591256690951e-01,-2.936045446017112592e+00,1.156618270926259018e-01,-1.070544409695765919e+00,-1.002684299032819526e+00,-6.402624053903738233e-01,7.323017147112972358e-01,-8.616196506845252845e-01
-1.170530808407683088e+00,-1.434281459674122017e+00,6.398520751723782984e-01,7.543689046395508635e-01,-9.589337077942220455e-01,5.623976772929591972e-01,-2.916324304147521196e-01,3.012921765535601093e-01,-1.260960280065534178e+00,8.328944493608352317e-01,-1.972571512688612749e+00
1.203258954116497970e+00,6.370732356261833429e-01,5.583399616951433275e-01,-3.772275156122733897e+00,2.606297490669398087e-01,-2.544531669254353548e-02,-1.470455068463331072e-01,-6.305779899710199921e-01,5.536497491355389655e-02,4.121174051283336692e-01,6.915516241777341477e+00
-2.637881605406249830e-01,-4.633241397098708525e-01,1.229753810939271164e+00,-1.105367107269125349e+00,1.030155197823876767e+00,1.768124637305246716e-01,-8.043056452824273173e-01,-2.899818960693138492e-01,-9.199936028121968867e-01,6.750645184094393736e-01,2.919496533244358538e+00
3.479017619704715125e-01,-5.567961751531812498e-01,-1.102218299054223083e+00,3.017160935010705369e-01,9.573856068419316356e-01,-1.138363493818814604e-01,4.183525008892231556e-01,-3.760271505497427280e-01,6.756920600942722954e-02,-2.912829113936885039e-01,1.666757455859372850e-01
2.940421429749802140e-01,-1.509772513035726904e+00,6.441905231896891681e-01,-2.299324816033148089e-01,3.586080676493851871e-01,-3.403101274662089781e-01,3.203611893741035166e-01,-1.072562804128921465e+00,1.189154412488462098e+00,-1.703544587637297880e+00,-1.598360411962205241e+00
-1.039238814779186226e+00,2.356660695396342597e-01,1.462842285184577040e+00,2.781263018080307736e-01,-2.479084552790861429e-01,-1.425090143243264329e+00,-1.912766644301322483e-01,-1.987701104209375555e-02,1.690568645339397102e+00,6.221252216057820972e-01,-1.781104702590516453e+00
-1.529092874928446477e+00,2.026779095243192774e+00,-3.950098754987931282e-01,-8.794597147043167196e-01,1.474822652086909880e+00,-4.975576029696810593e-02,-3.674025993780988264e-01,2.187859889352312959e-01,8.448887803757161308e-01,9.933362044496503174e-01,4.672353838720636254e+00
-1.375202400052740526e+00,1.998481470271729510e+00,9.468615879956255865e-01,-3.792010620131512355e-01,-8.186598515214158489e-01,-9.690124307582063112e-01,1.233784375761825675e-01,-6.480162941896269180e-01,-7.648739652865205185e-01,8.112544049416355874e-01,1.894228843027747633e+00
3.645673438263234423e-01,-3.945712584237112130e-01,7.342475961853729416e-01,1.367378626305670863e+00,-1.094496312629645862e+00,-6.032918841422476586e-01,9.426218402198768276e-01,7.189405658150542777e-01,2.266988564379922855e-01,1.162421187558457358e+00,-3.925214750918671225e+00
-1.088211729119097360e+00,-1.479137833771104082e+00,-8.665073572768980936e-01,1.225440955360400791e-01,-7.960867750951038380e-01,-4.872181564246916285e-01,-9.750001191003013767e-01,-6.204291445949027262e-01,-1.004787218992994280e+00,3.674662057456129505e-01,-1.029536331922950021e+00
7.948910679832191795e-01,-4.804459395182112402e-01,-2.072657954706781935e-01,-5.810325725119153129e-01,5.312512156361891558e-01,8.905603873921995317e-02,1.594156900338214111e+00,-1.095472036637533675e+00,3.625024991910476557e-01,4.439913996466691160e-01,1.792454535532358673e+00
-3.604401709908980900e-01,5.835341273827434616e-01,-1.438522648990438357e+00,2.118803030729321080e+00,-1.342044453286441508e+00,9.198072605649880717e-01,-1.121122678939223016e+00,1.150883031231752618e+00,-3.847740266090022843e-01,1.584229071622112739e-01,-3.580746721929265242e+00
5.334375570673462186e-02,1.100734095024795023e+00,-3.215474501429263499e-01,-2.967183709983943540e+00,-7.600587900644337758e-01,1.837123230889482761e-01,-4.404682048702618924e-01,7.698208513207979165e-01,1.015326995974468627e+00,-1.477718098998096474e-01,4.103691576623955228e+00
-1.489645394382511867e+00,1.384165110005896704e+00,1.083053500106817779e+00,-2.991911342670237617e-01,2.108288411392752248e+00,-3.488754600926644023e-01,-1.137119720418375390e+00,-1.558734337510055135e-01,1.077833715505770451e+00,-9.374534425425158357e-01,2.135388631517084246e+00
1.951225077743448555e+00,-8.965262145720566123e-01,9.544222763812404420e-01,5.444623742031770020e-01,-1.540570595828235356e-01,1.080532978717757109e+00,-1.499798788868194732e+00,1.357571786933189140e+00,-6.368402897024140474e-02,-5.424352498635134356e-01,-2.926297322994347638e+00
7.491740480400812530e-01,1.059899013599243656e+00,7.697954306236165500e-01,1.999503821044986696e+00,1.080726076050098294e+00,1.283506632420405857e+00,-5.398639371765148187e-01,1.065237770620295621e-01,5.629825823255227846e-01,-1.774223670329363664e-02,-1.719656024742085121e+00
3.016352331732358172e-01,4.261047661345686577e-01,8.442439176815352830e-01,-1.016088907700239269e-01,-3.497992153918812464e-01,-8.283156502165506252e-01,-8.917323261422713809e-01,1.172451227346323011e+00,-8.452148800245243287e-02,7.869443810905430992e-01,-9.269513720112477762e-01
-1.297363846342751925e+00,-1.938168107839182808e+00,-1.049091230999963376e+00,1.146626967509505102e+00,1.068077439832459508e+00,3.320386078520851103e-01,-8.021701501599596273e-01,-1.308026415658543884e-01,-2.977604797989323315e-01,-3.449733460953166575e-01,-1.550409667756507570e+00
-2.506069837315632043e+00,-8.579263859621969468e-01,-1.901088756822352233e-01,1.516427789812094140e+00,1.607430591317444146e-01,1.400888286262807814e+00,-3.937069087594460282e-01,-2.526885812478079085e-01,-3.899421730054339008e+00,4.633303392070189930e-01,4.676299806649298896e-01
5.470956613393337387e-01,1.763759069559373893e+00,-4.867612107928291354e-01,9.415415619704649297e-02,-7.055279547210833169e-01,-1.176257064920281259e+00,-7.131079667369583097e-01,-3.449985240857874058e-01,1.355438028669813555e+00,2.211602573378106725e-03,-4.656256264651415511e-01
-7.905448096678756587e-01,1.418778282417330339e-01,2.175713555600343740e-01,-6.762320559749608329e-01,1.143233626629594379e+00,-1.888348890976649930e+00,-2.135446280829865207e-01,6.650660656292455286e-01,-1.338432519476854710e+00,3.612537486433767819e-01,1.735794929588439173e+00
1.292893050193805182e+00,4.536712642569681320e-01,-1.690159942976926288e+00,-7.281950274352487762e-01,1.232303402504263179e+00,2.983352450652941856e-01,-9.858938489975366953e-03,4.412005947154901131e-01,7.210489500058760992e-01,-7.084652365979932087e-01,2.179110137190481300e+00
-2.904000800729553688e-01,1.429136496668195755e-01,-5.439577217873255988e-01,-1.334515585372545443e-01,1.297871761181993211e+00,-9.678198646920557202e-01,1.926662709135140705e+00,1.879344377381986009e+00,-1.713439437964310530e+00,-1.410226651130224440e-01,9.341156012062625802e-01
3.426915696456793170e-01,-7.608710875064288448e-01,-7.410805036847286642e-01,-2.374156967345462943e-01,7.391780871115503082e-01,-5.113338389470943879e-01,1.826693811620116570e+00,2.899740023385320442e-01,-1.025752840833237672e-01,1.449259685131458086e+00,1.286074129549231060e+00
6.262811950603524025e-01,3.692867756875738983e-01,-3.311403827695250102e-01,1.813985613892749704e+00,8.118215897399867487e-01,-2.034113359447123348e-01,-1.577199150682703666e+00,3.729515417619218010e-01,-1.143740092101590111e+00,-1.715945951758320653e+00,-2.988785829660679294e+00
-2.791515054677641272e-01,2.814711025906223019e-01,1.282481233683164357e+00,2.824518252852488698e-01,8.060195271707506492e-01,-1.225882705223154678e+00,-2.253217746755716705e-02,1.242113193045050745e-01,8.622461846199108715e-01,1.160606734310173083e-01,-1.121918937508599834e+00
8.040789581198729552e-01,-5.041992477771339853e-01,3.579549062131567316e-01,4.148664012544230895e-01,-1.249775724586650982e+00,1.755386285676426572e-01,-3.203625269514067675e-01,-1.904087948616034476e+00,9.584066801413981818e-01,-3.618586803043010725e-01,-1.865098060485729015e+00
-8.523900581258607723e-01,-3.773167436938145713e-01,1.382003031483213240e-01,1.507909484347139895e+00,-1.659332030062025953e-01,4.724074969585104200e-01,1.373579376897761994e+00,5.335505312737927053e-01,1.068564157418791627e+00,-4.765098589509555449e-01,-3.045555312826370820e+00
7.710493264739775032e-01,-5.797600006969258479e-02,1.074411237489179660e+00,-1.003559571992140409e+00,-7.795577532427446776e-01,1.268731572705382282e+00,-1.960839725693692415e-01,-3.589606467044695326e-01,7.757241935023920232e-02,-6.894974573528611650e-01,7.379313037656316521e-01
1.331941368530560332e+00,-1.249162651675904900e+00,-1.505979983604049388e-01,3.469527857023623207e-01,-1.044470690665621898e-01,-8.022875453678813829e-01,-8.683891967525209088e-01,4.253944258208237073e-01,-1.030480450166701090e+00,6.462427057150404996e-01,-1.901784049280653033e+00
-1.524148363645291937e+00,-5.549830967166842211e-01,3.630602236974603964e-02,-1.252151943444615778e+00,6.520108635265922103e-01,-1.853881330950251163e-02,-1.036073681589542606e+00,-1.518888229750395391e+00,-1.565589371372640537e+00,5.103394513032868257e-02,4.074922070124775253e+00
-1.156830107066534330e+00,-1.364879600732451959e+00,-2.312259354922106269e-01,2.277500524853033781e+00,2.775403612334572112e-01,7.629188335006008570e-01,2.127183462686383364e-01,7.829821661085861750e-01,-1.343088650464953071e+00,-4.305119701925848585e-01,-3.739456807051396492e+00
2.613508456100389066e-01,-1.791681605497275759e-02,-1.919932201120913839e-01,-6.658760797429369438e-01,-2.583831027042032824e-01,-7.741978238913314048e-01,-2.421833014859780864e+00,-1.194508441705586677e+00,4.756529388744397679e-01,1.557077955671627656e+00,1.264883491333887999e+00
1.813580171323686985e+00,9.675174368870821662e-02,8.933836234441343560e-01,9.079779107107237568e-01,-6.922591838680748344e-01,-1.697939830460604149e+00,3.088731935481297403e-02,-1.762200997240538358e+00,-3.199296129548269141e-01,6.081170867893683774e-01,-2.075809963635379507e+00
-1.420069488100002442e+00,3.229538393163682020e-02,1.240018115309065250e+00,3.615124740209636478e-01,5.223217007496788744e-01,9.067404138167449723e-01,1.732963072131179949e+00,1.514230817231868031e-01,1.229500861433124648e+00,-6.416921633742403430e-02,6.318351320953582984e-02
-5.461688154334841672e-01,3.148209696175648942e-01,-6.058128479916710107e-01,-5.731292157665655029e-01,-6.077406304422467986e-01,-2.295424195533166678e+00,1.054994776605966411e-01,-1.263835358595468028e+00,-1.072691206682774012e-01,1.449968780484827802e+00,1.092332476081361303e+00
-5.210003231072903862e-01,-5.420091584474772128e-01,1.363909384501795774e+00,5.463057654642987648e-01,9.765270973526428699e-01,-3.552912339869933600e-01,7.480832128709274942e-01,-6.861685891568023443e-01,-6.760017256218989745e-01,5.962442782050664247e-01,1.879463387372746208e-01
-5.983731712727242691e-01,7.671185432439537877e-01,2.391684535429298375e+00,-1.686152536947285618e+00,-7.522043761212451329e-01,1.120146181842674116e+00,-1.450781694932236632e-01,1.161089849792572348e+00,-1.010064273132907475e+00,3.313441778079704858e-01,2.518187100863766403e+00
-1.505563178228446763e-01,1.403707228733424572e-01,3.311160190553631422e-01,-1.220006362655956300e+00,-1.074137485359294431e+00,1.399244006895422832e+00,2.932137115809555494e-01,1.063463329526273676e-01,-4.407472261355331600e-02,3.565424987061170947e-01,2.085031915869326902e+00
-1.155936739405446501e+00,-9.990273318953994952e-01,1.304508247206433103e+00,1.512752218471632160e-01,8.503008736540340617e-01,-6.056640069212733124e-01,1.376725380359305140e+00,3.452784053195189773e-01,4.812458192500857490e-01,5.487293377157804741e-01,-7.533341937340871652e-01
-7.970092393721300850e-01,-1.865720863400060381e+00,-1.074802667085102303e+00,1.630522857386361268e+00,1.300683970320486438e+00,-3.469213679779700743e-01,-3.016763270361450533e-01,1.036605877235852846e+00,-1.684098727535860984e-01,-1.299259870130778705e+00,-3.691265016580456582e+00
1.265543092596161046e+00,4.771785779139319228e-01,-2.516339715003550914e+00,-3.131901055298775272e-01,1.436702032843393817e-01,4.812468270587882957e-01,1.521511893116351544e-01,-6.357417972436245623e-01,-1.157590440299871570e-01,2.948003179436003429e-01,2.231819064132704700e+00
-2.680040856140167294e-01,-3.719007197062073611e-01,1.252083938664816820e+00,-9.466076852692522081e-01,-3.494634711099121049e-01,-2.031269013049089800e+00,5.409699634514117950e-01,8.282644598468853481e-01,5.484868325965844837e-01,9.176724874612287586e-01,-7.250101538757144359e-01
4.407067447635609203e-01,3.425153909534122687e-01,4.739470669880134213e-01,-2.673084319532768593e-01,1.188327862596401996e+00,-3.485720650141567734e-01,-1.462351925155192855e+00,8.497836136184507838e-01,1.850702779951481691e+00,-9.601511192906311276e-01,-7.741208714972251936e-01
-1.016311295928565978e-01,-6.854420107180271282e-01,-3.805832501275168145e-01,4.609297177965802905e-02,-1.241808452781168803e+00,-2.776536712672872942e-01,-1.465967386382387216e+00,-5.682276379414780143e-01,-1.186069653986487449e+00,-1.059060699460144361e+00,-1.756318907173302968e+00
-1.719910680658199853e+00,1.219354588732633804e+00,5.090590847395515262e-01,-1.917464043456494238e+00,-5.968275940478755537e-01,-6.704385999030739729e-01,-6.909441281685968494e-01,-1.446883512556483842e+00,7.543857213684551644e-01,-3.958637855079989998e-01,3.697831026061270787e+00
4.681489094895135983e-01,5.267557651664271923e-01,1.375445311670886905e+00,-1.814872277743143414e+00,1.738602111424955465e+00,1.268815273891230389e+00,5.730659923355065910e-01,2.383592229234116289e+00,2.049785979272312764e-01,8.214789160702181681e-01,3.929683380799889658e+00
-7.384139812679596515e-01,1.134357407951828156e+00,1.678259697224144809e-01,-4.512001448560465922e-01,2.116939198315876070e+00,-3.047996645408317939e-01,8.861327608517627352e-03,-1.972799573261284356e-01,-7.556709132364812787e-01,5.312724005304282349e-01,3.956574477757000885e+00
7.384096037327310125e-01,3.543725277387252959e-01,-2.360578261444935322e+00,1.007997003423085181e+00,-3.502383498230938197e-01,-1.216323411889306039e+00,6.032809590509746744e-01,5.628494203738628743e-01,-1.043073702281336557e+00,2.472435678832565209e+00,-5.017113045181705866e-01
-1.209626549375650395e+00,-1.733002704384455805e+00,-1.154171426298316705e+00,1.420799842890063669e+00,-1.758567257035158204e-01,-3.720566878481916806e-01,-6.215772113332738991e-02,-5.966139079163050862e-01,-6.902634133270706407e-01,-6.412154938054386299e-01,-2.904736242695659776e+00
7.079555234674222985e-01,1.020455885671657459e+00,-1.055092561982777122e+00,2.392279717383911652e-01,7.882072412490861435e-01,-1.081751949506115640e+00,-5.025665920171957790e-01,-1.038064162310791350e+00,-1.291028543017236796e+00,1.018628687900015317e-01,1.603978366115170751e+00
-7.361323713301251015e-01,6.311290891445470175e-01,-2.942192261530346756e-02,4.126273552049943283e-01,-2.922829126198714378e-01,-6.349973825890231627e-01,-9.067313510678130795e-02,-4.996130276595700873e-03,-7.058554945166198857e-01,4.265954551101650560e-01,-2.244264307542758741e-01
7.465948559764686854e-01,1.580827053309264152e-01,1.713490888501560283e+00,-6.323390096507157665e-01,5.205964182011031394e-01,-4.087348005290608599e-01,2.346295036752594210e-01,-8.299493395820846109e-01,1.115123377364766633e+00,1.760209057572572622e-01,7.739717846647359289e-01
1.192244499573167360e+00,-1.266095576823757618e+00,-4.935152092007745184e-01,-8.925658002780713085e-01,-5.319418652915010037e-01,-6.926096971858243245e-01,-1.205409342872928030e-01,-1.724714372784271615e-02,-4.098486469656253961e-02,-5.555238735118273041e-01,-7.541176281555234118e-01
1.874251778886683872e-01,8.756154955309014554e-01,-9.022755659889228896e-01,8.886250019217759814e-04,-7.407088917588162957e-02,4.683546342237624449e-01,-6.385858477376474274e-02,-1.566480359500578221e-02,-9.910957822281316609e-01,2.170383905964133262e-02,1.420196062969274919e+00
-9.218844892991093776e-01,5.157042481640784493e-01,-1.032189342865215825e-01,3.985841761466474287e-02,-8.911903670902937558e-01,8.037575799416889488e-01,6.923139089321741491e-01,8.615239290498077906e-01,2.227386080913175359e+00,-5.251938229307365896e-02,-9.833588106290539477e-01
1.203402835807806825e+00,-1.238278064239217713e-01,3.940872958402978909e-01,3.653374276129355280e-01,2.645917633584742856e-01,6.582561785203809857e-01,-3.039363803392460817e-01,4.093228158147672879e-02,5.353096473418111900e-01,1.747853900038490726e+00,4.417851261298966214e-02
-8.423566689824116827e-01,-1.806132620382913112e+00,-4.840854911476984990e-01,8.992843298078624648e-02,1.749770932036901483e-01,9.221778578673421600e-02,1.182790122678782918e+00,9.760497927838799326e-01,-4.926790495129595993e-02,-4.695471227521868518e-01,-1.272985932831106171e+00
-3.460088813825058507e-01,-3.563041529825981546e-01,-2.255994738281382195e-01,-1.572650561542994874e+00,-4.610407436426228189e-01,-4.248800212959661926e-01,-1.888803856979604234e-01,-2.543000124201234002e-01,6.720071416275368303e-01,-5.319433559629919150e-01,1.412654216787610606e+00
-4.385777014308822053e-01,5.419387546680404233e-01,-2.353148467442320591e-01,2.164547268456755991e-01,6.693356983561060680e-01,4.219694947780548988e-01,2.501624479843159721e-01,-1.964415576758196391e-01,6.818941030932070824e-01,1.755499412650004254e-01,1.027029452702272527e+00
-5.048527510617483172e-01,-1.508091869990101919e-01,-1.218129377322531015e+00,-9.615559741469126287e-01,-1.882908036778533800e+00,-6.799313816069116889e-01,1.335545421630883745e+00,-5.564888399932532703e-01,7.875408171027012960e-01,-3.449854222801690320e-03,1.479127462463154796e-01
-7.005488230915339898e-01,1.338279515127908548e+00,5.822058485731420596e-01,-1.751800565280110744e+00,1.041402198186689665e+00,-1.074791495223252458e+00,-1.779139465826312938e-01,6.681134216838949813e-01,-2.998531605991797688e-01,1.118944055617207445e+00,4.248703815253854543e+00
7.612637605131622465e-01,-1.576875610486975443e+00,-4.724341564337806165e-01,2.820737332213646975e-01,-5.749986812650420553e-01,-2.162765061811381395e-01,7.997849113889519135e-01,3.167813066834553326e-01,-9.206190351548596551e-01,1.746063693536369643e-01,-1.746545992200596364e+00
-6.122696351098722012e-01,-1.215192359228786767e+00,-1.130055850002065654e+00,2.869555371009184230e-01,-2.811370599356216929e-02,5.431808558425665727e-03,-1.146209047872416065e+00,-1.839295499875755746e-01,-1.037167607749091225e+00,-9.263938335666286328e-01,-9.554184168298127666e-01
-1.651267567904380063e-01,-1.383390451320496650e+00,6.692672663671115352e-01,2.486882851272909090e+00,4.588232490907377392e-01,-1.042903138995505907e+00,-2.711855141514847300e-01,-1.555437943582237859e+00,-3.776163812922213592e-01,5.073139355693843111e-01,-4.161461486345466199e+00
5.893847661857725129e-01,-1.031742753858432504e+00,2.991456534866246408e-01,1.156408025005446039e+00,1.755091585099096907e+00,-7.007948826987103752e-01,-8.642000120792834306e-01,5.441586912039577534e-02,-2.928090172568381444e+00,-5.310340011508853930e-01,-1.070715219654137629e+00
-2.709749693121188407e-01,-4.593419875378874084e-01,-1.583873228162522295e+00,-2.455511077296525235e-01,-7.766086200556817642e-01,7.574830584581225823e-01,-9.184748174227628237e-01,-2.823451297612411537e-01,-2.329479251184030375e-01,5.675714213245196538e-01,9.954794832126430126e-01
-2.545904600366078352e+00,-3.406249357960005608e-01,7.596151492736764599e-01,-3.616882372265676215e-01,-1.526936966387941519e+00,3.265981725839574024e-01,3.366869062435088322e-01,-2.704893919573284067e-01,-1.159795707291730205e+00,-7.406751455270828011e-01,-3.612173900271028332e-02
-3.137565089364269255e-01,-8.755328557582860993e-01,-1.920178348352948206e+00,-7.692867989311631405e-01,-6.174393447177568828e-02,-5.070600672915547280e-01,-7.557283913840277811e-02,8.365797896292381797e-02,8.965755003643204324e-01,2.203824123451556094e+00,1.847615281239947560e+00
7.317788401264059273e-01,-1.404328546548828660e+00,-2.656944947302302129e+00,-9.446216866931324285e-02,7.138843525796344236e-02,-1.161873305834576042e+00,2.720321372020744755e-01,-7.669395878687967905e-01,4.026697327816370353e-01,-3.255181729718286676e-01,-4.317567652344457274e-01
3.974625907246384648e-01,-1.743195194105432444e+00,-4.384668750992995467e-01,-1.485960064725455887e-01,-1.424874725099931405e+00,1.882338258226730732e+00,-5.407734120955238755e-01,1.389971729008375956e+00,-6.643420911200446088e-01,-2.299711554810032754e-01,-1.959854874679198389e+00
1.183901911710019794e+00,3.038268450277930022e-01,1.920543502898606203e-01,2.659434481762174007e-01,-1.366157876240866820e+00,-3.895534736381310870e-01,-9.564456538816967779e-01,1.974136523143152633e-01,-5.439981304035020893e-01,-4.405912149974852005e-02,-1.844873720376425830e+00
